FISCAL YEAR,FUND CODE,FUND DESCRIPTION,DEPARTMENT DESCRIPTION,DIVISION DESCRIPTION,ACCOUNT DESCRIPTION,BUDGET,ACCOUNT TYPE,ACCOUNT CATEGORY
2019,590,Sewer Fund,Wastewater Utility,Treatment - Lab Services,Salaries.Salaries,286606,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Pump House,Salaries.Salaries,9500,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Industrial Pretreatment,Salaries - Temporary.Salaries - Temporary,10000,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Treatment,Salaries - Temporary.Salaries - Temporary,15000,Expense,Personal Services
2019,590,Sewer Fund,Public Works,Transmission,Salaries - Temporary.Salaries - Temporary,25000,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Land Appl,Salaries - Overtime.Salaries - Overtime,3700,Expense,Personal Services
2019,590,Sewer Fund,Public Works,Transmission,Salaries - Overtime.Salaries - Overtime,26600,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Treatment,Salaries - Overtime.Salaries - Overtime,105800,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Industrial Pretreatment,Salaries - Overtime.Salaries - Overtime,10000,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Treatment - Lab Services,Salaries - Overtime.Salaries - Overtime,17000,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Pump House,Salaries - Overtime.Salaries - Overtime,500,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Land Appl,F.I.C.A..F.I.C.A.,4873,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Industrial Pretreatment,F.I.C.A..F.I.C.A.,22047,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Treatment,F.I.C.A..F.I.C.A.,99850.03,Expense,Personal Services
2019,590,Sewer Fund,Public Works,Transmission,F.I.C.A..F.I.C.A.,26406,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Treatment - Lab Services,F.I.C.A..F.I.C.A.,23442,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Pump House,F.I.C.A..F.I.C.A.,766,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Land Appl,Hospitalization Insurance.Hospitalization Insurance,20070,Expense,Personal Services
2019,590,Sewer Fund,Public Works,Transmission,Hospitalization Insurance.Hospitalization Insurance,103595,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Treatment,Hospitalization Insurance.Hospitalization Insurance,297599,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Industrial Pretreatment,Hospitalization Insurance.Hospitalization Insurance,70037,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Pump House,Hospitalization Insurance.Hospitalization Insurance,2265,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Treatment - Lab Services,Hospitalization Insurance.Hospitalization Insurance,77588,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Land Appl,Life Insurance.Life Insurance,83,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Industrial Pretreatment,Life Insurance.Life Insurance,358,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Treatment,Life Insurance.Life Insurance,1596.41,Expense,Personal Services
2019,590,Sewer Fund,Public Works,Transmission,Life Insurance.Life Insurance,394,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Pump House,Life Insurance.Life Insurance,14,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Treatment - Lab Services,Life Insurance.Life Insurance,392,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Land Appl,Pension.Pension,20428,Expense,Personal Services
2019,590,Sewer Fund,Public Works,Transmission,Pension.Pension,132089,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Treatment,Pension.Pension,319476.77,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Industrial Pretreatment,Pension.Pension,82356,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Treatment - Lab Services,Pension.Pension,73534,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Pump House,Pension.Pension,3210,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Treatment - Lab Services,Pension.DC Plan,17593,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Pump House,Pension.DC Plan,0,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Industrial Pretreatment,Pension.DC Plan,4509,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Treatment,Pension.DC Plan,76184.83,Expense,Personal Services
2019,590,Sewer Fund,Public Works,Transmission,Pension.DC Plan,1,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Land Appl,Pension.DC Plan,0,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Treatment,Pension.Retiree Health - DC Plan,19489,Expense,Personal Services
2019,590,Sewer Fund,Public Works,Transmission,Pension.Retiree Health - DC Plan,841,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Pump House,Pension.Retiree Health - DC Plan,0,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Land Appl,Pension.Retiree Health - DC Plan,0,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Treatment - Lab Services,Pension.Retiree Health - DC Plan,5315,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Industrial Pretreatment,Pension.Retiree Health - DC Plan,1772,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Administration Services,Pension.Pension Liability,124000,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Administration Services,Pension.OPEB Liability,141000,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Land Appl,Workers Comp. Insurance.Work Comp. Insurance,1075,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Treatment,Workers Comp. Insurance.Work Comp. Insurance,23811.91,Expense,Personal Services
2019,590,Sewer Fund,Public Works,Transmission,Workers Comp. Insurance.Work Comp. Insurance,20105,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Industrial Pretreatment,Workers Comp. Insurance.Work Comp. Insurance,4811,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Pump House,Workers Comp. Insurance.Work Comp. Insurance,170,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Treatment - Lab Services,Workers Comp. Insurance.Work Comp. Insurance,5233,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Industrial Pretreatment,CIP and Longevity.CIP and Longevity,5201,Expense,Personal Services
2019,590,Sewer Fund,Public Works,Transmission,CIP and Longevity.CIP and Longevity,6194,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Treatment,CIP and Longevity.CIP and Longevity,16912,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Treatment - Lab Services,CIP and Longevity.CIP and Longevity,2815,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Treatment,Accrued Vacation Pay.Accrued Vacation Pay,0,Expense,Personal Services
2019,590,Sewer Fund,Wastewater Utility,Treatment,Office Supplies.Office Supplies,4000,Expense,Supplies
2019,590,Sewer Fund,Wastewater Utility,Industrial Pretreatment,Office Supplies.Office Supplies,1000,Expense,Supplies
2019,590,Sewer Fund,Wastewater Utility,Treatment - Lab Services,Office Supplies.Office Supplies,500,Expense,Supplies
2019,590,Sewer Fund,Wastewater Utility,Treatment - Lab Services,Operating Supplies.Operating Supplies,133000,Expense,Supplies
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Pump House,Operating Supplies.Operating Supplies,1,Expense,Supplies
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Land Appl,Operating Supplies.Operating Supplies,237570,Expense,Supplies
2019,590,Sewer Fund,Wastewater Utility,Industrial Pretreatment,Operating Supplies.Operating Supplies,25000,Expense,Supplies
2019,590,Sewer Fund,Wastewater Utility,Treatment,Operating Supplies.Operating Supplies,176350,Expense,Supplies
2019,590,Sewer Fund,Wastewater Utility,Treatment,Uniforms.Uniforms,8975,Expense,Supplies
2019,590,Sewer Fund,Public Works,Transmission,Uniforms.Uniforms,3000,Expense,Supplies
2019,590,Sewer Fund,Wastewater Utility,Industrial Pretreatment,Uniforms.Uniforms,2100,Expense,Supplies
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Land Appl,Uniforms.Uniforms,300,Expense,Supplies
2019,590,Sewer Fund,Wastewater Utility,Treatment - Lab Services,Uniforms.Uniforms,1400,Expense,Supplies
2019,590,Sewer Fund,Wastewater Utility,Industrial Pretreatment,Tools and Supplies.Tools and Supplies,150,Expense,Supplies
2019,590,Sewer Fund,Wastewater Utility,Treatment,Tools and Supplies.Tools and Supplies,3751,Expense,Supplies
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Land Appl,Maintenance Supplies.Maintenance Supplies,18951,Expense,Supplies
2019,590,Sewer Fund,Wastewater Utility,Treatment,Maintenance Supplies.Maintenance Supplies,191500,Expense,Supplies
2019,590,Sewer Fund,Public Works,Transmission,Maintenance Supplies.Maintenance Supplies,57500,Expense,Supplies
2019,590,Sewer Fund,Wastewater Utility,Industrial Pretreatment,Maintenance Supplies.Maintenance Supplies,2000,Expense,Supplies
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Pump House,Maintenance Supplies.Maintenance Supplies,3301,Expense,Supplies
2019,590,Sewer Fund,Wastewater Utility,Treatment - Lab Services,Maintenance Supplies.Maintenance Supplies,2000,Expense,Supplies
2019,590,Sewer Fund,Wastewater Utility,Industrial Pretreatment,Professional Services.Professional Services,2500,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,Treatment,Professional Services.Professional Services,50001,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,Administration Services,Administrative Fee.Administrative Fee,932362,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,Administration Services,Administrative Fee.Engineering Allocation,39860,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,Administration Services,Administrative Fee.Adm Alloc PW Adm GenFnd,195430,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,Administration Services,Billing Fees.Billing Fees,569000,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,Treatment,Software Services.Software Services,127676,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,Industrial Pretreatment,Software Services.Software Services,8500,Expense,Other Services and Charges
2019,590,Sewer Fund,Public Works,Transmission,Geographic & IT Information Services.Geographic & IT Info Services,25140,Expense,Other Services and Charges
2019,590,Sewer Fund,Public Works,Transmission,Communications.Communications,2500,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,Treatment,Communications.Communications,2040,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,Industrial Pretreatment,Communications.Communications,180,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Pump House,Communications.Cellular Phones,72,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,Treatment - Lab Services,Communications.Cellular Phones,360,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Land Appl,Communications.Cellular Phones,303,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,Industrial Pretreatment,Communications.Cellular Phones,3330,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,Treatment,Communications.Cellular Phones,12150,Expense,Other Services and Charges
2019,590,Sewer Fund,Public Works,Transmission,Communications.Cellular Phones,9000,Expense,Other Services and Charges
2019,590,Sewer Fund,Public Works,Transmission,Travel and Training.Travel and Training,3000,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,Treatment,Travel and Training.Travel and Training,31300,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,Industrial Pretreatment,Travel and Training.Travel and Training,5250,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Land Appl,Travel and Training.Travel and Training,2500,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,Treatment - Lab Services,Travel and Training.Travel and Training,3360,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Land Appl,Insurance.Liability,1320,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,Industrial Pretreatment,Insurance.Liability,5926,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,Treatment,Insurance.Liability,25748.06,Expense,Other Services and Charges
2019,590,Sewer Fund,Public Works,Transmission,Insurance.Liability,6821,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,Treatment - Lab Services,Insurance.Liability,6249,Expense,Other Services and Charges
2019,590,Sewer Fund,Wastewater Utility,GVRBA Operations-Pump House,Insurance.Liability,209,Expense,Other Services and Charges
2019,590,Sewer Fund,Public Works,Transmission,Insurance.Property and Bonds,340,Expense,Other Services and Charges
