Fiscal Year,Department,Fund Code,Account Type,Account Category,Amount,,GL_Account_ID,GL_Account_Delimited,Column1,Column6,GL_Organization_Scrunched,GL_Organization_Description_Delimited,GL_Base_and_Detail_Scrunched,Account Description,Column3,Fund Description,Department Code,Column2,Division Code,Division,Budget_Type,Budget_Level,GL_Account_Status,Paying_Fund,Receipting_Fund,CurrentFiscalYear,Fund_Category,Fund_Category_Sequence,Fund_Type,Fund_Type_Sequence,Column4,Column5,Account_Class_Level_1_Sequence
FY19,Parks and Recreation,2080,Expense,Personal Services,600,,3083,208-752-75800-708.000,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,708000,Salaries - Overtime.Salaries - Overtime,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Parks and Recreation,2080,Expense,Personal Services,10828,,3085,208-752-75800-715.000,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,715000,F.I.C.A..F.I.C.A.,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Parks and Recreation,2080,Expense,Personal Services,43729,,3087,208-752-75800-716.000,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,716000,Hospitalization Insurance.Hospitalization Insurance,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Parks and Recreation,2080,Expense,Personal Services,129,,3089,208-752-75800-717.000,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,717000,Life Insurance.Life Insurance,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Parks and Recreation,2080,Expense,Personal Services,28410,,3091,208-752-75800-718.000,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,718000,Pension.Pension,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Parks and Recreation,2080,Expense,Personal Services,7480,,3092,208-752-75800-718.100,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,718100,Pension.DC Plan,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Parks and Recreation,2080,Expense,Personal Services,4617,,12182,208-752-75800-718.200,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,718200,Pension.Retiree Health - DC Plan,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Parks and Recreation,2080,Expense,Personal Services,5323,,3094,208-752-75800-719.000,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,719000,Workers Comp. Insurance.Work Comp. Insurance,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Parks and Recreation,2080,Expense,Personal Services,150,,3096,208-752-75800-721.000,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,721000,CIP and Longevity.CIP and Longevity,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Parks and Recreation,2080,Expense,Supplies,2820,,3100,208-752-75800-727.000,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,727000,Office Supplies.Office Supplies,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,30
FY19,Parks and Recreation,2080,Expense,Supplies,8014,,3102,208-752-75800-740.000,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,740000,Operating Supplies.Operating Supplies,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,30
FY19,Parks and Recreation,2080,Expense,Supplies,300,,3104,208-752-75800-744.000,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,744000,Uniforms.Uniforms,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,30
FY19,Parks and Recreation,2080,Expense,Supplies,7460,,3106,208-752-75800-775.000,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,775000,Maintenance Supplies.Maintenance Supplies,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,30
FY19,Parks and Recreation,2080,Expense,Other Services and Charges,240,,3112,208-752-75800-850.000,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,850000,Communications.Communications,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Parks and Recreation,2080,Expense,Other Services and Charges,650,,3113,208-752-75800-850.100,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,850100,Communications.Cellular Phones,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Parks and Recreation,2080,Expense,Other Services and Charges,2315,,3115,208-752-75800-860.000,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,860000,Travel and Training.Travel and Training,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Parks and Recreation,2080,Expense,Other Services and Charges,13100,,3117,208-752-75800-900.000,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,900000,Printing & Advertising.Printing & Advertising,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Parks and Recreation,2080,Expense,Other Services and Charges,3098,,3119,208-752-75800-910.000,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,910000,Insurance.Liability,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Parks and Recreation,2080,Expense,Other Services and Charges,450,,3120,208-752-75800-910.100,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,910100,Insurance.Property and Bonds,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Parks and Recreation,2080,Expense,Other Services and Charges,36200,,4857,208-752-75800-920.000,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,920000,Public Utilities.Public Utilities,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Parks and Recreation,2080,Expense,Other Services and Charges,29790,,3122,208-752-75800-930.000,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,930000,Repairs and Maintenance.Repairs and Maintenance,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Parks and Recreation,2080,Expense,Other Services and Charges,3025,,3131,208-752-75800-956.000,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,956000,Other Services.Other Services,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Parks and Recreation,2080,Expense,Other Services and Charges,12170,,3135,208-752-75800-956.300,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,956300,Other Services.Friendly Travelers Program,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Parks and Recreation,2080,Expense,Other Services and Charges,1800,,10001,208-752-75800-967.000,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,967000,Project Costs.Project Costs,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Parks and Recreation,2080,Expense,Capital Outlay,23000,,7242,208-752-75800-975.225,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,975225,Capital Outlay.Senior Center Imp,,Parks and Recreation Fund,752,,75800,Parks and Rec - Senior Center,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,120
FY19,Parks and Recreation,2080,Expense,Personal Services,207607,,3140,208-752-76100-706.000,,,20875276100,Parks and Recreation Fund-Parks and Recreation-Recreation,706000,Salaries.Salaries,,Parks and Recreation Fund,752,,76100,Recreation,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Parks and Recreation,2080,Expense,Personal Services,33750,,3142,208-752-76100-707.000,,,20875276100,Parks and Recreation Fund-Parks and Recreation-Recreation,707000,Salaries - Temporary.Salaries - Temporary,,Parks and Recreation Fund,752,,76100,Recreation,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Parks and Recreation,2080,Expense,Personal Services,43254,,3144,208-752-76100-711.000,,,20875276100,Parks and Recreation Fund-Parks and Recreation-Recreation,711000,Salaries - Officials.Salaries - Officials,,Parks and Recreation Fund,752,,76100,Recreation,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Parks and Recreation,2080,Expense,Personal Services,22002,,3146,208-752-76100-715.000,,,20875276100,Parks and Recreation Fund-Parks and Recreation-Recreation,715000,F.I.C.A..F.I.C.A.,,Parks and Recreation Fund,752,,76100,Recreation,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Parks and Recreation,2080,Expense,Personal Services,35065,,3148,208-752-76100-716.000,,,20875276100,Parks and Recreation Fund-Parks and Recreation-Recreation,716000,Hospitalization Insurance.Hospitalization Insurance,,Parks and Recreation Fund,752,,76100,Recreation,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Parks and Recreation,2080,Expense,Personal Services,275,,3150,208-752-76100-717.000,,,20875276100,Parks and Recreation Fund-Parks and Recreation-Recreation,717000,Life Insurance.Life Insurance,,Parks and Recreation Fund,752,,76100,Recreation,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Parks and Recreation,2080,Expense,Personal Services,73544,,3152,208-752-76100-718.000,,,20875276100,Parks and Recreation Fund-Parks and Recreation-Recreation,718000,Pension.Pension,,Parks and Recreation Fund,752,,76100,Recreation,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Parks and Recreation,2080,Expense,Personal Services,9009,,3153,208-752-76100-718.100,,,20875276100,Parks and Recreation Fund-Parks and Recreation-Recreation,718100,Pension.DC Plan,,Parks and Recreation Fund,752,,76100,Recreation,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Parks and Recreation,2080,Expense,Personal Services,5689,,8262,208-752-76100-718.200,,,20875276100,Parks and Recreation Fund-Parks and Recreation-Recreation,718200,Pension.Retiree Health - DC Plan,,Parks and Recreation Fund,752,,76100,Recreation,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Parks and Recreation,2080,Expense,Personal Services,10661,,3155,208-752-76100-719.000,,,20875276100,Parks and Recreation Fund-Parks and Recreation-Recreation,719000,Workers Comp. Insurance.Work Comp. Insurance,,Parks and Recreation Fund,752,,76100,Recreation,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Parks and Recreation,2080,Expense,Personal Services,2990,,3157,208-752-76100-721.000,,,20875276100,Parks and Recreation Fund-Parks and Recreation-Recreation,721000,CIP and Longevity.CIP and Longevity,,Parks and Recreation Fund,752,,76100,Recreation,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Parks and Recreation,2080,Expense,Supplies,25231,,3161,208-752-76100-740.000,,,20875276100,Parks and Recreation Fund-Parks and Recreation-Recreation,740000,Operating Supplies.Operating Supplies,,Parks and Recreation Fund,752,,76100,Recreation,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,30
FY19,Parks and Recreation,2080,Expense,Other Services and Charges,1800,,3163,208-752-76100-850.100,,,20875276100,Parks and Recreation Fund-Parks and Recreation-Recreation,850100,Communications.Cellular Phones,,Parks and Recreation Fund,752,,76100,Recreation,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Parks and Recreation,2080,Expense,Other Services and Charges,3310,,3165,208-752-76100-860.000,,,20875276100,Parks and Recreation Fund-Parks and Recreation-Recreation,860000,Travel and Training.Travel and Training,,Parks and Recreation Fund,752,,76100,Recreation,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
