FISCAL YEAR,GL_Organization_Scrunched,GL_Level_1,FUND DESCRIPTION,GL_Level_2,DEPARTMENT DESCRIPTION,GL_Level_3,ACTIVITY DESCRIPTION,GL_Base_and_Detail_Scrunched,ACCOUNT DESCRIPTION,GL_Account_ID,GL_Account_Delimited,Budget,Amendments,TOTAL BUDGET,Prior_Year_Budget,Prior_year_Ammendments,PRIOR YEAR TOTAL BUDGET,Budget_Type,Budget_Level,GL_Account_Status,Paying_Fund,Receipting_Fund,CurrentFiscalYear,Fund_Category,Fund_Category_Sequence,Fund_Type,Fund_Type_Sequence,Organization_Function,Organization_Function_Sequence,ACCOUNT TYPE,ACCOUNT CATEGORY
2019,25640069219,256,Community Development Fund,400,Planning,69219,CDBG Activities 2019,956045,Other Services.Rehab Loans,12921,256-400-69219-956.045,143982,6100.79,150082.79,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640069218,256,Community Development Fund,400,Planning,69218,CDBG Activities 2018,956045,Other Services.Rehab Loans,12632,256-400-69218-956.045,129662,14785.01,144447.01,144485,1710.15,146195.15,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Expense,Other Services and Charges
2019,25640069219,256,Community Development Fund,400,Planning,69219,CDBG Activities 2019,956085,Other Services.Home Repair Services,12930,256-400-69219-956.085,52500,6103,58603,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640069218,256,Community Development Fund,400,Planning,69218,CDBG Activities 2018,956085,Other Services.Home Repair Services,12633,256-400-69218-956.085,17500,20000,37500,75000,1709.6,76709.6,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Expense,Other Services and Charges
2019,25640069218,256,Community Development Fund,400,Planning,69218,CDBG Activities 2018,956308,Other Services.Salvation Army Rental Assistance,12634,256-400-69218-956.308,0,5000,5000,10000,0,10000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Expense,Other Services and Charges
2019,25640069219,256,Community Development Fund,400,Planning,69219,CDBG Activities 2019,956308,Other Services.Salvation Army Rental Assistance,12922,256-400-69219-956.308,15000,0,15000,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640069219,256,Community Development Fund,400,Planning,69219,CDBG Activities 2019,956311,Other Services.Family Promise-Rehousing ,12923,256-400-69219-956.311,30000,0,30000,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640069219,256,Community Development Fund,400,Planning,69219,CDBG Activities 2019,956312,Other Services.Family Promise-Stabilization,12924,256-400-69219-956.312,20000,0,20000,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640069219,256,Community Development Fund,400,Planning,69219,CDBG Activities 2019,956313,Other Services.Hispanic Center Youth Program,12927,256-400-69219-956.313,15000,0,15000,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640069219,256,Community Development Fund,400,Planning,69219,CDBG Activities 2019,956314,Other Services.Commercial Rehab Loans,12928,256-400-69219-956.314,30000,6101,36101,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640069219,256,Community Development Fund,400,Planning,69219,CDBG Activities 2019,956372,Other Services.Code Enforcement,12925,256-400-69219-956.372,55000,6101,61101,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,25640069219,256,Community Development Fund,400,Planning,69219,CDBG Activities 2019,975113,Capital Outlay.Pinery Park Improvements,12926,256-400-69219-975.113,2500,6101,8601,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Capital Outlay
2019,25640069218,256,Community Development Fund,400,Planning,69218,CDBG Activities 2018,975113,Capital Outlay.Pinery Park Improvements,12652,256-400-69218-975.113,2500,20000,22500,25000,1709.6,26709.6,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Expense,Capital Outlay
2019,25600000018,256,Community Development Fund,0,General Government,18,2018,531001,Federal Grant Revenue.Grant Revenue,12592,256-000-00018-531.001,154662,71485.01,226147.01,470878,8548,479426,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Federal Grants
2019,25600000019,256,Community Development Fund,0,General Government,19,2019,531001,Federal Grant Revenue.Grant Revenue,12918,256-000-00019-531.001,479426,42709,522135,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Revenue,Federal Grants
2019,25600000017,256,Community Development Fund,0,General Government,17,2017,531001,Federal Grant Revenue.Grant Revenue,12305,256-000-00017-531.001,0,0,0,127892,59220.81,187112.81,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Revenue,Federal Grants
2019,25600000016,256,Community Development Fund,0,General Government,16,2016,531001,Federal Grant Revenue.Grant Revenue,11815,256-000-00016-531.001,0,0,0,0,23786.05,23786.05,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Revenue,Federal Grants
2019,256,256,Community Development Fund,,,,,665000,Interest Income.Interest Income,5889,256-665.000,14000,0,14000,14500,0,14500,Detail Account Level,,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Interest and Rentals
2019,256,256,Community Development Fund,,,,,665001,Interest Income.Commercial Loans,5890,256-665.001,500,0,500,0,0,0,Detail Account Level,,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Interest and Rentals
2019,256,256,Community Development Fund,,,,,676050,Reimbursements.H.R.S. Co Pay,5892,256-676.050,7000,0,7000,3500,0,3500,Detail Account Level,,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Other Revenues
2019,256,256,Community Development Fund,,,,,681058,Reimbursements.Grants,5894,256-681.058,28000,0,28000,35000,0,35000,Detail Account Level,,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Other Revenues
2019,256,256,Community Development Fund,,,,,683000,Loan Payments.Loan Payments,5896,256-683.000,61296,-0.36,61295.64,55000,0,55000,Detail Account Level,,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Other Revenues
2019,256,256,Community Development Fund,,,,,683001,Loan Payments.Commercial,5897,256-683.001,1000,0,1000,0,0,0,Detail Account Level,,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Other Revenues
2019,256,256,Community Development Fund,,,,,688000,Miscellaneous Income.Miscellaneous Income,5899,256-688.000,200,0,200,100,0,100,Detail Account Level,,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Other Revenues
2019,26530531500,265,Drug Law Enforcement Fund,305,Police,31500,Patrol,973013,Capital Outlay.State Grant Funds ,11811,265-305-31500-973.013,109286,0,109286,0,0,0,Detail Account Level,,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Expense,Capital Outlay
2019,26530531500,265,Drug Law Enforcement Fund,305,Police,31500,Patrol,973014,Capital Outlay.Federal Justice Grant ,11812,265-305-31500-973.014,39600,0,39600,0,0,0,Detail Account Level,,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Expense,Capital Outlay
2019,265,265,Drug Law Enforcement Fund,,,,,664000,Interest on Investments.Interest on Investments,5931,265-664.000,0,0,0,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Interest and Rentals
2019,27126726700,271,Library Fund,267,Facilities,26700,Facilities Maintenance,716000,Hospitalization Insurance.Hospitalization Insurance,11038,271-267-26700-716.000,0,0,0,21017,0,21017,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Recreation and Culture,80,Expense,Personal Services
2019,27126726700,271,Library Fund,267,Facilities,26700,Facilities Maintenance,920000,Public Utilities.Public Utilities,4859,271-267-26700-920.000,0,0,0,134160,0,134160,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Recreation and Culture,80,Expense,Other Services and Charges
2019,271,271,Library Fund,,,,,407000,Delinquent Tax Revenue.Delinquent Tax Revenue,5941,271-407.000,0,0,0,-7400,0,-7400,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Taxes
2019,271,271,Library Fund,,,,,581001,Contributions from Local Units.District Library Share Maint,5950,271-581.001,0,0,0,61540,0,61540,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,Revenue,Contributions from Local Units
2019,301,301,Debt Service Fund,,,,,406003,Delinquent Property Taxes.GO Library,3915,301-406.003,0,0,0,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Debt Service Funds,40,,,Revenue,Taxes
2019,32020192100,320,MTF Major Str Debt Service Fund,201,Finance,92100,MTF Bonds,991109,Bond Payments.2009 Series,8930,320-201-92100-991.109,330000,0,330000,315000,0,315000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Debt Service Funds,40,ZZDebt Service,110,Expense,Debt Service
2019,32020192100,320,MTF Major Str Debt Service Fund,201,Finance,92100,MTF Bonds,995109,Interest on Bonds.2009,8931,320-201-92100-995.109,91413,0,91413,103225,0,103225,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Debt Service Funds,40,ZZDebt Service,110,Expense,Debt Service
2019,32020192100,320,MTF Major Str Debt Service Fund,201,Finance,92100,MTF Bonds,996109,Paying Agent Fees.2009,8932,320-201-92100-996.109,750,0,750,750,0,750,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Debt Service Funds,40,ZZDebt Service,110,Expense,Debt Service
2019,320,320,MTF Major Str Debt Service Fund,,,,,699400,Transfer.From Cap Impr,3993,320-699.400,422163,0,422163,530295,0,530295,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Debt Service Funds,40,,,Revenue,Other Financing Sources
2019,40044117500,400,Capital Improvement Fund,441,Public Works,17500,Administration,802000,Administrative Fee.Administrative Fee,4112,400-441-17500-802.000,230386,0,230386,110406,0,110406,Organization,Department,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Capital Projects Funds,50,Public Works,50,Expense,Other Services and Charges
2019,40044117500,400,Capital Improvement Fund,441,Public Works,17500,Administration,802002,Administrative Fee.Engineering Allocation,4113,400-441-17500-802.002,549997,0,549997,540000,0,540000,Organization,Department,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Capital Projects Funds,50,Public Works,50,Expense,Other Services and Charges
2019,40044145200,400,Capital Improvement Fund,441,Public Works,45200,Storm Sewer Contruction,972452,Capital Outlay.Storm Sewer,4070,400-441-45200-972.452,400000,419528.2,819528.2,100000,438280.6,538280.6,Organization,Department,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Capital Projects Funds,50,Public Works,50,Expense,Capital Outlay
2019,40044150200,400,Capital Improvement Fund,441,Public Works,50200,Major Street Construction,972502,Capital Outlay.Major Street Construction,4053,400-441-50200-972.502,0,1039948.9,1039948.9,3260000,-3164790.8,95209.2,Organization,Department,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Capital Projects Funds,50,Public Works,50,Expense,Capital Outlay
2019,40044199900,400,Capital Improvement Fund,441,Public Works,99900,Transfers,999202,Transfers.Major Streets,12948,400-441-99900-999.202,4200000,0,4200000,0,3140000,3140000,Organization,Department,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Capital Projects Funds,50,ZZTransfers Out,130,Expense,Transfers Out
2019,40044199900,400,Capital Improvement Fund,441,Public Works,99900,Transfers,999320,Transfers.To MTF Major Street,4119,400-441-99900-999.320,422165,0,422165,530300,0,530300,Organization,Department,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Capital Projects Funds,50,ZZTransfers Out,130,Expense,Transfers Out
2019,400,400,Capital Improvement Fund,,,,,402000,Property Taxes.Property Taxes,4085,400-402.000,3209000,0,3209000,3118000,0,3118000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Capital Projects Funds,50,,,Revenue,Taxes
2019,400,400,Capital Improvement Fund,,,,,407000,Delinquent Tax Revenue.Delinquent Tax Revenue,4059,400-407.000,-32100,0,-32100,-31200,0,-31200,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Capital Projects Funds,50,,,Revenue,Taxes
2019,400,400,Capital Improvement Fund,,,,,425000,Property Taxes.Serv Charge In Lieu Of Tax,4087,400-425.000,3400,0,3400,3000,0,3000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Capital Projects Funds,50,,,Revenue,Taxes
2019,400,400,Capital Improvement Fund,,,,,425100,Property Taxes.Act 425 Serv Chg In Lieu of Tax,4088,400-425.100,5700,0,5700,5400,0,5400,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Capital Projects Funds,50,,,Revenue,Taxes
