Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
FY19,Expense,Public Works,Capital Outlay,Sewer Fund,Capital Outlay,Capital Outlay.Equipment,6500
FY19,Expense,Wastewater Utility,Administration Services,Sewer Fund,Personal Services,Pension.Pension Liability,124000
FY19,Expense,Wastewater Utility,Administration Services,Sewer Fund,Personal Services,Pension.OPEB Liability,141000
FY19,Expense,Wastewater Utility,Administration Services,Sewer Fund,Other Services and Charges,Administrative Fee.Administrative Fee,932362
FY19,Expense,Wastewater Utility,Administration Services,Sewer Fund,Other Services and Charges,Administrative Fee.Engineering Allocation,39860
FY19,Expense,Wastewater Utility,Administration Services,Sewer Fund,Other Services and Charges,Administrative Fee.Adm Alloc PW Adm GenFnd,195430
FY19,Expense,Wastewater Utility,Administration Services,Sewer Fund,Other Services and Charges,Billing Fees.Billing Fees,569000
FY19,Expense,Wastewater Utility,Administration Services,Sewer Fund,Other Services and Charges,Payment.In Lieu Of Taxes,239065
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Salaries.Salaries,1173931.96
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,15000
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,105800
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,F.I.C.A..F.I.C.A.,99850.03
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,297599
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Life Insurance.Life Insurance,1596.41
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Pension.Pension,319476.77
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Pension.DC Plan,76184.83
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Pension.Retiree Health - DC Plan,19489
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,23811.91
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,CIP and Longevity.CIP and Longevity,16912
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Supplies,Office Supplies.Office Supplies,4000
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Supplies,Operating Supplies.Operating Supplies,176350
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Supplies,Uniforms.Uniforms,8975
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Supplies,Tools and Supplies.Tools and Supplies,3751
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Supplies,Maintenance Supplies.Maintenance Supplies,191500
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Professional Services.Professional Services,50001
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Software Services.Software Services,127676
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Communications.Communications,2040
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Communications.Cellular Phones,12150
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Travel and Training.Travel and Training,31300
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Insurance.Liability,25748.06
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Insurance.Property and Bonds,51372
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Public Utilities.Public Utilities,1417139
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Sludge Disposal.Sludge Disposal,2820000
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,329000
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Rentals.Rentals,1500
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,63732
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,6500
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,10000
FY19,Expense,Wastewater Utility,Treatment,Sewer Fund,Other Services and Charges,Other Services.Other Services,53425
FY19,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Salaries.Salaries,286606
FY19,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,17000
FY19,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,F.I.C.A..F.I.C.A.,23442
FY19,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,77588
FY19,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Life Insurance.Life Insurance,392
FY19,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Pension.Pension,73534
FY19,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Pension.DC Plan,17593
FY19,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Pension.Retiree Health - DC Plan,5315
FY19,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,5233
FY19,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,CIP and Longevity.CIP and Longevity,2815
FY19,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Supplies,Office Supplies.Office Supplies,500
FY19,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Supplies,Operating Supplies.Operating Supplies,133000
FY19,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Supplies,Uniforms.Uniforms,1400
FY19,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Supplies,Maintenance Supplies.Maintenance Supplies,2000
FY19,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Other Services and Charges,Communications.Cellular Phones,360
FY19,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Other Services and Charges,Travel and Training.Travel and Training,3360
FY19,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Other Services and Charges,Insurance.Liability,6249
FY19,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,48000
FY19,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,2884
FY19,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,250
FY19,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,300
FY19,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Other Services and Charges,Other Services.Other Services,16875
FY19,Expense,Wastewater Utility,Capital Outlay,Sewer Fund,Capital Outlay,Capital Outlay.Plant Expansion Phase 2,910000
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Salaries.Salaries,262990
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,10000
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,10000
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,F.I.C.A..F.I.C.A.,22047
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,70037
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Life Insurance.Life Insurance,358
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Pension.Pension,82356
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Pension.DC Plan,4509
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Pension.Retiree Health - DC Plan,1772
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,4811
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,CIP and Longevity.CIP and Longevity,5201
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Supplies,Office Supplies.Office Supplies,1000
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Supplies,Operating Supplies.Operating Supplies,25000
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Supplies,Uniforms.Uniforms,2100
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Supplies,Tools and Supplies.Tools and Supplies,150
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Supplies,Maintenance Supplies.Maintenance Supplies,2000
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Other Services and Charges,Professional Services.Professional Services,2500
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Other Services and Charges,Software Services.Software Services,8500
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Other Services and Charges,Communications.Communications,180
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Other Services and Charges,Communications.Cellular Phones,3330
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Other Services and Charges,Travel and Training.Travel and Training,5250
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Other Services and Charges,Insurance.Liability,5926
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,3570
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,22910
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,2650
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,6600
FY19,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Other Services and Charges,Other Services.Other Services,4520
FY19,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Personal Services,Salaries.Salaries,60000
FY19,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,3700
FY19,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Personal Services,F.I.C.A..F.I.C.A.,4873
FY19,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,20070
FY19,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Personal Services,Life Insurance.Life Insurance,83
FY19,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Personal Services,Pension.Pension,20428
FY19,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,1075
FY19,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Supplies,Operating Supplies.Operating Supplies,237570
FY19,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Supplies,Uniforms.Uniforms,300
FY19,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Supplies,Maintenance Supplies.Maintenance Supplies,18951
FY19,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Other Services and Charges,Communications.Cellular Phones,303
FY19,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Other Services and Charges,Travel and Training.Travel and Training,2500
FY19,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Other Services and Charges,Insurance.Liability,1320
FY19,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Other Services and Charges,Public Utilities.Public Utilities,100000
FY19,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,24301
FY19,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,2124
FY19,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,350
FY19,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,900
FY19,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Other Services and Charges,Other Services.Other Services,450
FY19,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Capital Outlay,Capital Outlay.Capital Outlay,20000
FY19,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Personal Services,Salaries.Salaries,9500
FY19,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,500
FY19,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Personal Services,F.I.C.A..F.I.C.A.,766
FY19,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,2265
FY19,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Personal Services,Life Insurance.Life Insurance,14
FY19,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Personal Services,Pension.Pension,3210
