Fiscal Year,Amount,Account Description,Fund Code,Fund Description,Department Code,Department,Division Code,Division,Account Type,Account Category,,GL_Account_ID,GL_Account_Delimited,Column1,Column2,GL_Organization_Scrunched,GL_Organization_Description_Delimited,GL_Base_and_Detail_Scrunched,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Budget_Type,Budget_Level,GL_Account_Status,Paying_Fund,Receipting_Fund,CurrentFiscalYear,Fund_Category,Fund_Category_Sequence,Fund_Type,Fund_Type_Sequence,Column10,Column11,Account_Class_Level_1_Sequence
FY20,78158,Pension.DC Plan,5900,Sewer Fund,590,Wastewater Utility,54300,Treatment,Expense,Personal Services,,1249,101-209-20900-860.000,,,10120920900,General Fund-Assessor-Assessor,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,20242,Pension.DC Plan,5900,Sewer Fund,441,Public Works,54200,Transmission,Expense,Personal Services,,1147,101-172-17200-860.000,,,10117217200,General Fund-City Manager-City Manager,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,4168,Pension.DC Plan,5900,Sewer Fund,590,Wastewater Utility,54800,GVRBA Operations-Land Appl,Expense,Personal Services,,1207,101-201-20100-860.000,,,10120120100,General Fund-Finance-Accounting,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,21113,Pension.Retiree Health - DC Plan,5900,Sewer Fund,590,Wastewater Utility,54300,Treatment,Expense,Personal Services,,1047,101-101-10100-860.000,,,10110110100,General Fund-City Council-City Council,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,4976,Pension.Retiree Health - DC Plan,5900,Sewer Fund,441,Public Works,54200,Transmission,Expense,Personal Services,,1117,101-136-15100-860.000,,,10113615100,General Fund-District Court-District Court - Probation,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,5590,Pension.Retiree Health - DC Plan,5900,Sewer Fund,590,Wastewater Utility,54310,Treatment - Lab Services,Expense,Personal Services,,1092,101-136-13600-860.000,,,10113613600,General Fund-District Court-District Court,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,3440,Pension.Retiree Health - DC Plan,5900,Sewer Fund,590,Wastewater Utility,54700,Industrial Pretreatment,Expense,Personal Services,,1983,101-337-33900-860.000,,,10133733900,General Fund-Fire-Fighting,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,84779,Pension.Pension Liability,5900,Sewer Fund,590,Wastewater Utility,54100,Administration Services,Expense,Personal Services,,1852,101-305-32100-860.000,,,10130532100,General Fund-Police-Act 302 Training Funds,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,296791,Pension.OPEB Liability,5900,Sewer Fund,590,Wastewater Utility,54100,Administration Services,Expense,Personal Services,,1848,101-305-32000-860.000,,,10130532000,General Fund-Police-Training,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,901,Workers Comp. Insurance.Work Comp. Insurance,5900,Sewer Fund,590,Wastewater Utility,54800,GVRBA Operations-Land Appl,Expense,Personal Services,,1446,101-201-25300-860.000,,,10120125300,General Fund-Finance-Treasurer,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,24115,Workers Comp. Insurance.Work Comp. Insurance,5900,Sewer Fund,590,Wastewater Utility,54300,Treatment,Expense,Personal Services,,1575,101-305-30500-860.000,,,10130530500,General Fund-Police-Administration Services,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,25632,Workers Comp. Insurance.Work Comp. Insurance,5900,Sewer Fund,441,Public Works,54200,Transmission,Expense,Personal Services,,1485,101-258-25800-860.000,,,10125825800,General Fund-Information Technology-Information Technology,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,4750,Workers Comp. Insurance.Work Comp. Insurance,5900,Sewer Fund,590,Wastewater Utility,54700,Industrial Pretreatment,Expense,Personal Services,,1528,101-267-26700-860.000,,,10126726700,General Fund-Facilities-Facilities Maintenance,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,161,Workers Comp. Insurance.Work Comp. Insurance,5900,Sewer Fund,590,Wastewater Utility,54801,GVRBA Operations-Pump House,Expense,Personal Services,,2972,208-752-75200-860.000,,,20875275200,Parks and Recreation Fund-Parks and Recreation-Parks and Rec Administration,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,5104,Workers Comp. Insurance.Work Comp. Insurance,5900,Sewer Fund,590,Wastewater Utility,54310,Treatment - Lab Services,Expense,Personal Services,,2748,203-441-47400-860.000,,,20344147400,Local Streets Fund-Public Works-Traffic Services,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,1030,CIP and Longevity.CIP and Longevity,5900,Sewer Fund,590,Wastewater Utility,54800,GVRBA Operations-Land Appl,Expense,Personal Services,,2779,203-441-47800-860.000,,,20344147800,Local Streets Fund-Public Works-Winter Maintenance,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,5473,CIP and Longevity.CIP and Longevity,5900,Sewer Fund,590,Wastewater Utility,54700,Industrial Pretreatment,Expense,Personal Services,,3165,208-752-76100-860.000,,,20875276100,Parks and Recreation Fund-Parks and Recreation-Recreation,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,8115,CIP and Longevity.CIP and Longevity,5900,Sewer Fund,441,Public Works,54200,Transmission,Expense,Personal Services,,3028,208-752-75600-860.000,,,20875275600,Parks and Recreation Fund-Parks and Recreation-Parks and Rec Facility,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,15354,CIP and Longevity.CIP and Longevity,5900,Sewer Fund,590,Wastewater Utility,54300,Treatment,Expense,Personal Services,,3115,208-752-75800-860.000,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,179,CIP and Longevity.CIP and Longevity,5900,Sewer Fund,590,Wastewater Utility,54801,GVRBA Operations-Pump House,Expense,Personal Services,,2570,202-441-47400-860.000,,,20244147400,Major Streets Fund-Public Works-Traffic Services,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,3075,CIP and Longevity.CIP and Longevity,5900,Sewer Fund,590,Wastewater Utility,54310,Treatment - Lab Services,Expense,Personal Services,,2606,202-441-47800-860.000,,,20244147800,Major Streets Fund-Public Works-Winter Maintenance,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,21640,Accrued Sick Pay.Accrued Sick Pay,5900,Sewer Fund,590,Wastewater Utility,54300,Treatment,Expense,Personal Services,,2702,203-441-46300-860.000,,,20344146300,Local Streets Fund-Public Works-Street Maintenance,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,6062,Accrued Sick Pay.Accrued Sick Pay,5900,Sewer Fund,441,Public Works,54200,Transmission,Expense,Personal Services,,2520,202-441-46300-860.000,,,20244146300,Major Streets Fund-Public Works-Street Maintenance,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,2246,Accrued Vacation Pay.Accrued Vacation Pay,5900,Sewer Fund,441,Public Works,54200,Transmission,Expense,Personal Services,,2100,101-400-40000-860.000,,,10140040000,General Fund-Planning-Planning,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,8020,Accrued Vacation Pay.Accrued Vacation Pay,5900,Sewer Fund,590,Wastewater Utility,54300,Treatment,Expense,Personal Services,,4342,590-441-54200-860.000,,,59044154200,Sewer Fund-Public Works-Transmission,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,4000,Office Supplies.Office Supplies,5900,Sewer Fund,590,Wastewater Utility,54300,Treatment,Expense,Supplies,,4406,590-590-54300-860.000,,,59059054300,Sewer Fund-Wastewater Utility-Treatment,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,1000,Office Supplies.Office Supplies,5900,Sewer Fund,590,Wastewater Utility,54700,Industrial Pretreatment,Expense,Supplies,,4496,590-590-54700-860.000,,,59059054700,Sewer Fund-Wastewater Utility-Industrial Pretreatment,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,500,Office Supplies.Office Supplies,5900,Sewer Fund,590,Wastewater Utility,54310,Treatment - Lab Services,Expense,Supplies,,3780,591-591-55300-860.000,,,59159155300,Water Fund-Water Utility-Pumping and Treatment,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,1680,Office Supplies.Office Supplies,5900,Sewer Fund,441,Public Works,54200,Transmission,Expense,Supplies,,3880,591-591-55900-860.000,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,137000,Operating Supplies.Operating Supplies,5900,Sewer Fund,590,Wastewater Utility,54310,Treatment - Lab Services,Expense,Supplies,,5170,661-441-58200-860.000,,,66144158200,Motor Pool Fund-Public Works-Equipment Operations,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Internal Service Funds,20,,,60
FY20,1,Operating Supplies.Operating Supplies,5900,Sewer Fund,590,Wastewater Utility,54801,GVRBA Operations-Pump House,Expense,Supplies,,4822,591-591-56900-860.000,,,59159156900,Water Fund-Water Utility-Customer Accounting,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,80,Operating Supplies.Operating Supplies,5900,Sewer Fund,441,Public Works,54200,Transmission,Expense,Supplies,,4705,591-591-56500-860.000,,,59159156500,Water Fund-Water Utility-T and D - Meters,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,194010,Operating Supplies.Operating Supplies,5900,Sewer Fund,590,Wastewater Utility,54800,GVRBA Operations-Land Appl,Expense,Supplies,,5358,731-000-17500-860.000,,,73100017500,Pension Fund-General Government-Administration,860000,,,,,,,,Account Classification,Department,"Transactions, Budgets, Reports",102,102,2019,Fiduciary,30,Pension (and other employee benefits) Trust Funds,20,,,60
FY20,20000,Operating Supplies.Operating Supplies,5900,Sewer Fund,590,Wastewater Utility,54700,Industrial Pretreatment,Expense,Supplies,,6089,591-441-56200-860.000,,,59144156200,Water Fund-Public Works-T and D - Mains,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,186874,Operating Supplies.Operating Supplies,5900,Sewer Fund,590,Wastewater Utility,54300,Treatment,Expense,Supplies,,8883,590-590-54800-860.000,,,59059054800,Sewer Fund-Wastewater Utility-GVRBA Operations-Land Appl,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,9030,Uniforms.Uniforms,5900,Sewer Fund,590,Wastewater Utility,54300,Treatment,Expense,Supplies,,8030,591-441-56700-860.000,,,59144156700,Water Fund-Public Works-T and D - Services,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,3040,Uniforms.Uniforms,5900,Sewer Fund,441,Public Works,54200,Transmission,Expense,Supplies,,10703,591-591-55310-860.000,,,59159155310,Water Fund-Water Utility-Pumping&Treatment - Lab Services,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,2190,Uniforms.Uniforms,5900,Sewer Fund,590,Wastewater Utility,54700,Industrial Pretreatment,Expense,Supplies,,10631,590-590-54310-860.000,,,59059054310,Sewer Fund-Wastewater Utility-Treatment - Lab Services,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,60
FY20,300,Uniforms.Uniforms,5900,Sewer Fund,590,Wastewater Utility,54800,GVRBA Operations-Land Appl,Expense,Supplies,,11714,249-371-37300-860.000,,,24937137300,Building Inspection Fund-Permits-Rental Program,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,1400,Uniforms.Uniforms,5900,Sewer Fund,590,Wastewater Utility,54310,Treatment - Lab Services,Expense,Supplies,,11700,249-371-37210-860.000,,,24937137210,Building Inspection Fund-Permits-Code Enforcement - Other,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,50,Tools and Supplies.Tools and Supplies,5900,Sewer Fund,441,Public Works,54200,Transmission,Expense,Supplies,,9138,249-371-37100-860.000,,,24937137100,Building Inspection Fund-Permits-Permits,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,5150,Tools and Supplies.Tools and Supplies,5900,Sewer Fund,590,Wastewater Utility,54700,Industrial Pretreatment,Expense,Supplies,,13263,256-400-17520-860.000,,,25640017520,Community Development Fund-Planning-Administration 2020,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,3751,Tools and Supplies.Tools and Supplies,5900,Sewer Fund,590,Wastewater Utility,54300,Treatment,Expense,Supplies,,13317,256-400-69120-860.000,,,25640069120,Community Development Fund-Planning-Rehabilitation 2020,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,11550,Maintenance Supplies.Maintenance Supplies,5900,Sewer Fund,590,Wastewater Utility,54800,GVRBA Operations-Land Appl,Expense,Supplies,,13370,400-441-17500-860.000,,,40044117500,Capital Improvement Fund-Public Works-Administration,860000,,,,,,,,Organization,Department,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Capital Projects Funds,50,,,60
FY20,187000,Maintenance Supplies.Maintenance Supplies,5900,Sewer Fund,590,Wastewater Utility,54300,Treatment,Expense,Supplies,,13362,230-441-44300-860.000,,,23044144300,Solid Waste Disposal Fund-Public Works-Yard Waste Disposal,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,58000,Maintenance Supplies.Maintenance Supplies,5900,Sewer Fund,441,Public Works,54200,Transmission,Expense,Supplies,,13078,101-210-21000-860.000,,,10121021000,General Fund-Attorney-Legal Services,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,2000,Maintenance Supplies.Maintenance Supplies,5900,Sewer Fund,590,Wastewater Utility,54700,Industrial Pretreatment,Expense,Supplies,,12817,401-267-26700-860.000,,,40126726700,Library Maint & Capital Fund-Facilities-Facilities Maintenance,860000,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,60
FY20,2901,Maintenance Supplies.Maintenance Supplies,5900,Sewer Fund,590,Wastewater Utility,54801,GVRBA Operations-Pump House,Expense,Supplies,,5373,731-000-95500-874.000,,,73100095500,Pension Fund-General Government-Retirement Benefits,874000,,,,,,,,Account Classification,Department,"Transactions, Budgets, Reports",102,102,2019,Fiduciary,30,Pension (and other employee benefits) Trust Funds,20,,,60
