Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
2019,Expense,Public Works,Storm Sewer Contruction,Capital Improvement Fund,Capital Outlay,Capital Outlay.Storm Sewer,819528.2
2019,Expense,Public Works,Major Street Construction,Capital Improvement Fund,Capital Outlay,Capital Outlay.Major Street Construction,1039948.9
2019,Expense,Public Works,Transfers,Capital Improvement Fund,Transfers Out,Transfers.Major Streets,4200000
2019,Expense,Public Works,Transfers,Capital Improvement Fund,Transfers Out,Transfers.To MTF Major Street,422165
2019,Revenue,,,Capital Improvement Fund,Taxes,Property Taxes.Property Taxes,3209000
2019,Revenue,,,Capital Improvement Fund,Taxes,Delinquent Tax Revenue.Delinquent Tax Revenue,-32100
2019,Revenue,,,Capital Improvement Fund,Taxes,Property Taxes.Serv Charge In Lieu Of Tax,3400
2019,Revenue,,,Capital Improvement Fund,Taxes,Property Taxes.Act 425 Serv Chg In Lieu of Tax,5700
2019,Revenue,,,Capital Improvement Fund,Taxes,Property Taxes.Act 425 Payments to Other Govern,-7200
2019,Revenue,,,Capital Improvement Fund,Taxes,Property Taxes.IFT Revenue,57900
2019,Revenue,,,Capital Improvement Fund,Taxes,Property Tax.PPT Reimbursement-LCSA,81341
2019,Revenue,,,Capital Improvement Fund,Federal Grants,Federal Grants.Highways & Streets,2390000
2019,Revenue,,,Capital Improvement Fund,Charges for Service,Storm Sewer Fees.Storm Sewer Fees,0
2019,Revenue,,,Capital Improvement Fund,Interest and Rentals,Interest on Investments.Interest on Investments,7000
2019,Revenue,,,Capital Improvement Fund,Other Revenues,Reimbursements.Reimbursements,0
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Salaries.Salaries,56792
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,1500
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,1000
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,F.I.C.A..F.I.C.A.,4632
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,20996
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Life Insurance.Life Insurance,78
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Pension.Pension,23308
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Pension.DC Plan,1045
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Pension.Retiree Health - DC Plan,501
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,2050
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,CIP and Longevity.CIP and Longevity,1177
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Supplies,Operating Supplies.Operating Supplies,26050
2019,Expense,Facilities,Administration,Library Maint & Capital Fund,Other Services and Charges,Administrative Fee.Administrative Fee,42244
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Communications.Communications,5200
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Travel and Training.Travel and Training,400
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Insurance.Liability,1275
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Insurance.Property and Bonds,2990
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Public Utilities.Public Utilities,125590
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,90720
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,11000
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,3500
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,3000
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Other Services and Charges,Other Services.Other Services,250
2019,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Capital Outlay,Capital Outlay.Capital Outlay,156133.46
2019,Revenue,,,Library Maint & Capital Fund,Taxes,Property Taxes.Property Taxes,757000
2019,Revenue,,,Library Maint & Capital Fund,Taxes,Delinquent Tax Revenue.Delinquent Tax Revenue,-7600
2019,Revenue,,,Library Maint & Capital Fund,Taxes,Property Taxes.Serv Charge In Lieu Of Tax,800
2019,Revenue,,,Library Maint & Capital Fund,Taxes,Property Taxes.Act 425 Serv Chg In Lieu of Tax,1300
2019,Revenue,,,Library Maint & Capital Fund,Taxes,Property Taxes.Act 425 Payments to Other Govern,-1700
2019,Revenue,,,Library Maint & Capital Fund,Taxes,Property Taxes.IFT Revenue,13600
2019,Revenue,,,Library Maint & Capital Fund,Taxes,Property Tax.PPT Reimbursement-LCSA,5188
2019,Revenue,,,Library Maint & Capital Fund,Contributions from Local Units,Contributions from Local Units.District Library Share Maint,61540
2019,Revenue,,,Library Maint & Capital Fund,Interest and Rentals,Interest on Investments.Interest on Investments,3000
2019,Revenue,,,Library Maint & Capital Fund,Interest and Rentals,Property Rental Income.Property Rental Income,1000
2019,Revenue,,,Sewer - Construction Reserve,Other Financing Sources,Transfer.from Sewer Operating,90000
2019,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Personal Services,Salaries.Salaries,60000
2019,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Salaries.Salaries,287350
2019,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Salaries.Salaries,1173931.96
2019,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Salaries.Salaries,262990
2019,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Salaries.Salaries,286606
2019,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Personal Services,Salaries.Salaries,9500
2019,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,10000
2019,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,15000
2019,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,25000
2019,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,3700
2019,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,26600
2019,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,105800
2019,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,10000
2019,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,17000
2019,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,500
2019,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Personal Services,F.I.C.A..F.I.C.A.,4873
2019,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,F.I.C.A..F.I.C.A.,22047
2019,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,F.I.C.A..F.I.C.A.,99850.03
2019,Expense,Public Works,Transmission,Sewer Fund,Personal Services,F.I.C.A..F.I.C.A.,26406
2019,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,F.I.C.A..F.I.C.A.,23442
2019,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Personal Services,F.I.C.A..F.I.C.A.,766
2019,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,20070
2019,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,103595
2019,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,297599
2019,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,70037
2019,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,2265
2019,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,77588
2019,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Personal Services,Life Insurance.Life Insurance,83
2019,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Life Insurance.Life Insurance,358
2019,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Life Insurance.Life Insurance,1596.41
2019,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Life Insurance.Life Insurance,394
2019,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Personal Services,Life Insurance.Life Insurance,14
2019,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Life Insurance.Life Insurance,392
2019,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Personal Services,Pension.Pension,20428
2019,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Pension.Pension,132089
2019,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Pension.Pension,319476.77
2019,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Pension.Pension,82356
2019,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Pension.Pension,73534
2019,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Personal Services,Pension.Pension,3210
2019,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Pension.DC Plan,17593
2019,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Personal Services,Pension.DC Plan,0
2019,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Pension.DC Plan,4509
2019,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Pension.DC Plan,76184.83
2019,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Pension.DC Plan,1
2019,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Personal Services,Pension.DC Plan,0
2019,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Pension.Retiree Health - DC Plan,19489
2019,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Pension.Retiree Health - DC Plan,841
2019,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Personal Services,Pension.Retiree Health - DC Plan,0
2019,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Personal Services,Pension.Retiree Health - DC Plan,0
2019,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Pension.Retiree Health - DC Plan,5315
2019,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Pension.Retiree Health - DC Plan,1772
2019,Expense,Wastewater Utility,Administration Services,Sewer Fund,Personal Services,Pension.Pension Liability,124000
2019,Expense,Wastewater Utility,Administration Services,Sewer Fund,Personal Services,Pension.OPEB Liability,141000
2019,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,1075
2019,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,23811.91
2019,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,20105
2019,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,4811
2019,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,170
2019,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,5233
2019,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,CIP and Longevity.CIP and Longevity,5201
2019,Expense,Public Works,Transmission,Sewer Fund,Personal Services,CIP and Longevity.CIP and Longevity,6194
2019,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,CIP and Longevity.CIP and Longevity,16912
2019,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,CIP and Longevity.CIP and Longevity,2815
2019,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Accrued Vacation Pay.Accrued Vacation Pay,0
2019,Expense,Wastewater Utility,Treatment,Sewer Fund,Supplies,Office Supplies.Office Supplies,4000
2019,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Supplies,Office Supplies.Office Supplies,1000
2019,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Supplies,Office Supplies.Office Supplies,500
2019,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Supplies,Operating Supplies.Operating Supplies,133000
